{'timestamp': '2025-07-26T15:21:27', 'printer_id': 'EE-Printer-1', 'user_id': 'student_040', 'pages': 20, 'document_name': 'Homework.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.0, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-18T12:05:22', 'printer_id': 'LA-Printer-1', 'user_id': 'student_152', 'pages': 5, 'document_name': 'Syllabus.docx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.1, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-19T12:45:27', 'printer_id': 'CS-Printer-1', 'user_id': 'student_012', 'pages': 12, 'document_name': 'LectureNotes.pptx', 'color': True, 'duplex': True, 'status': 'Canceled', 'cost': 0.0, 'location': 'Computer Science'}
{'timestamp': '2025-07-26T03:06:39', 'printer_id': 'EE-Printer-3', 'user_id': 'student_004', 'pages': 3, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.15, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-15T03:56:44', 'printer_id': 'EE-Printer-2', 'user_id': 'student_009', 'pages': 11, 'document_name': 'LectureNotes.pptx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.55, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-03T01:07:55', 'printer_id': 'EE-Printer-1', 'user_id': 'student_019', 'pages': 15, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.3, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-17T10:50:04', 'printer_id': 'EE-Printer-2', 'user_id': 'student_150', 'pages': 24, 'document_name': 'ResearchPaper.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.2, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-12T13:46:54', 'printer_id': 'EE-Printer-1', 'user_id': 'student_132', 'pages': 18, 'document_name': 'Resume.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.9, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-31T01:13:23', 'printer_id': 'EE-Printer-2', 'user_id': 'student_192', 'pages': 9, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.18, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-21T15:46:11', 'printer_id': 'CS-Printer-2', 'user_id': 'student_133', 'pages': 16, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.32, 'location': 'Computer Science'}
{'timestamp': '2025-07-28T03:24:49', 'printer_id': 'LA-Printer-1', 'user_id': 'staff_020', 'pages': 11, 'document_name': 'Homework.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.55, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-09T06:53:52', 'printer_id': 'LA-Printer-1', 'user_id': 'student_039', 'pages': 27, 'document_name': 'Homework.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.35, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-20T09:21:09', 'printer_id': 'EE-Printer-2', 'user_id': 'student_138', 'pages': 30, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.6, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-27T07:35:24', 'printer_id': 'LA-Printer-2', 'user_id': 'student_131', 'pages': 19, 'document_name': 'ResearchPaper.pdf', 'color': False, 'duplex': False, 'status': 'Error', 'cost': 0.0, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-27T02:59:41', 'printer_id': 'CS-Printer-2', 'user_id': 'staff_011', 'pages': 1, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.02, 'location': 'Computer Science'}
{'timestamp': '2025-07-25T09:22:44', 'printer_id': 'LA-Printer-2', 'user_id': 'student_043', 'pages': 29, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.58, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-06T08:20:43', 'printer_id': 'CS-Printer-2', 'user_id': 'student_142', 'pages': 7, 'document_name': 'ResearchPaper.pdf', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.14, 'location': 'Computer Science'}
{'timestamp': '2025-07-16T04:13:57', 'printer_id': 'LA-Printer-1', 'user_id': 'student_008', 'pages': 9, 'document_name': 'Syllabus.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.45, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-31T07:13:19', 'printer_id': 'CS-Printer-3', 'user_id': 'student_097', 'pages': 15, 'document_name': 'Budget.xlsx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.3, 'location': 'Computer Science'}
{'timestamp': '2025-07-23T10:00:47', 'printer_id': 'CS-Printer-2', 'user_id': 'student_045', 'pages': 24, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.48, 'location': 'Computer Science'}
{'timestamp': '2025-07-25T00:32:15', 'printer_id': 'CS-Printer-1', 'user_id': 'student_102', 'pages': 22, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 1.1, 'location': 'Computer Science'}
{'timestamp': '2025-08-03T14:15:59', 'printer_id': 'EE-Printer-3', 'user_id': 'student_104', 'pages': 29, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.58, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-29T03:08:11', 'printer_id': 'EE-Printer-3', 'user_id': 'student_082', 'pages': 24, 'document_name': 'Homework.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.2, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-29T09:27:48', 'printer_id': 'CS-Printer-1', 'user_id': 'student_148', 'pages': 29, 'document_name': 'ThesisDraft.docx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.58, 'location': 'Computer Science'}
{'timestamp': '2025-07-21T02:29:28', 'printer_id': 'CS-Printer-1', 'user_id': 'staff_001', 'pages': 25, 'document_name': 'Homework.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.25, 'location': 'Computer Science'}
{'timestamp': '2025-07-27T07:32:35', 'printer_id': 'LA-Printer-2', 'user_id': 'student_035', 'pages': 16, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.32, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-31T01:21:28', 'printer_id': 'EE-Printer-2', 'user_id': 'student_195', 'pages': 5, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.1, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-23T01:04:33', 'printer_id': 'EE-Printer-2', 'user_id': 'student_143', 'pages': 10, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.5, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-03T15:21:45', 'printer_id': 'EE-Printer-3', 'user_id': 'student_078', 'pages': 30, 'document_name': 'Budget.xlsx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.5, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-15T00:43:11', 'printer_id': 'CS-Printer-2', 'user_id': 'student_178', 'pages': 29, 'document_name': 'Homework.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.58, 'location': 'Computer Science'}
{'timestamp': '2025-08-02T03:41:20', 'printer_id': 'LA-Printer-1', 'user_id': 'staff_005', 'pages': 21, 'document_name': 'ResearchPaper.pdf', 'color': True, 'duplex': False, 'status': 'Canceled', 'cost': 0.0, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-16T07:40:28', 'printer_id': 'EE-Printer-3', 'user_id': 'student_131', 'pages': 5, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.25, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-29T13:48:51', 'printer_id': 'LA-Printer-2', 'user_id': 'student_151', 'pages': 12, 'document_name': 'ResearchPaper.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.6, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-02T01:13:04', 'printer_id': 'LA-Printer-1', 'user_id': 'student_079', 'pages': 22, 'document_name': 'Budget.xlsx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.44, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-22T09:58:45', 'printer_id': 'CS-Printer-2', 'user_id': 'student_122', 'pages': 1, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.05, 'location': 'Computer Science'}
{'timestamp': '2025-08-11T01:15:56', 'printer_id': 'EE-Printer-3', 'user_id': 'student_144', 'pages': 21, 'document_name': 'ResearchPaper.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.42, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-24T07:43:42', 'printer_id': 'LA-Printer-1', 'user_id': 'staff_019', 'pages': 20, 'document_name': 'LectureNotes.pptx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.0, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-22T15:12:47', 'printer_id': 'LA-Printer-1', 'user_id': 'student_162', 'pages': 13, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.65, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-20T14:06:29', 'printer_id': 'CS-Printer-1', 'user_id': 'student_058', 'pages': 4, 'document_name': 'ResearchPaper.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.08, 'location': 'Computer Science'}
{'timestamp': '2025-08-09T15:11:57', 'printer_id': 'EE-Printer-2', 'user_id': 'staff_019', 'pages': 11, 'document_name': 'Syllabus.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.55, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-19T10:21:01', 'printer_id': 'LA-Printer-2', 'user_id': 'student_086', 'pages': 2, 'document_name': 'Homework.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.1, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-08T16:07:29', 'printer_id': 'CS-Printer-1', 'user_id': 'student_037', 'pages': 3, 'document_name': 'Resume.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.15, 'location': 'Computer Science'}
{'timestamp': '2025-07-29T13:04:46', 'printer_id': 'LA-Printer-1', 'user_id': 'student_149', 'pages': 23, 'document_name': 'Syllabus.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.46, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-01T16:09:48', 'printer_id': 'CS-Printer-3', 'user_id': 'student_006', 'pages': 22, 'document_name': 'Homework.docx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.44, 'location': 'Computer Science'}
{'timestamp': '2025-07-17T16:11:44', 'printer_id': 'CS-Printer-1', 'user_id': 'student_022', 'pages': 4, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.08, 'location': 'Computer Science'}
{'timestamp': '2025-07-14T03:37:03', 'printer_id': 'CS-Printer-1', 'user_id': 'student_007', 'pages': 8, 'document_name': 'Budget.xlsx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.4, 'location': 'Computer Science'}
{'timestamp': '2025-08-03T14:59:26', 'printer_id': 'LA-Printer-1', 'user_id': 'student_065', 'pages': 29, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.58, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-25T07:35:33', 'printer_id': 'LA-Printer-2', 'user_id': 'student_029', 'pages': 7, 'document_name': 'ResearchPaper.pdf', 'color': False, 'duplex': False, 'status': 'Error', 'cost': 0.0, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-26T05:50:49', 'printer_id': 'CS-Printer-3', 'user_id': 'student_065', 'pages': 22, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.44, 'location': 'Computer Science'}
{'timestamp': '2025-07-20T09:27:11', 'printer_id': 'LA-Printer-2', 'user_id': 'student_166', 'pages': 10, 'document_name': 'ResearchPaper.pdf', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.2, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-17T14:42:23', 'printer_id': 'CS-Printer-1', 'user_id': 'student_189', 'pages': 5, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.25, 'location': 'Computer Science'}
{'timestamp': '2025-08-08T13:20:07', 'printer_id': 'LA-Printer-1', 'user_id': 'staff_004', 'pages': 11, 'document_name': 'Syllabus.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.55, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-23T11:37:43', 'printer_id': 'CS-Printer-2', 'user_id': 'student_155', 'pages': 8, 'document_name': 'Budget.xlsx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.4, 'location': 'Computer Science'}
{'timestamp': '2025-08-12T14:33:14', 'printer_id': 'EE-Printer-1', 'user_id': 'student_113', 'pages': 2, 'document_name': 'Homework.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.1, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-10T13:30:40', 'printer_id': 'CS-Printer-2', 'user_id': 'staff_020', 'pages': 15, 'document_name': 'ResearchPaper.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.75, 'location': 'Computer Science'}
{'timestamp': '2025-08-08T11:51:13', 'printer_id': 'EE-Printer-1', 'user_id': 'student_093', 'pages': 11, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.22, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-23T05:26:24', 'printer_id': 'CS-Printer-3', 'user_id': 'student_116', 'pages': 3, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.15, 'location': 'Computer Science'}
{'timestamp': '2025-07-24T01:04:02', 'printer_id': 'EE-Printer-1', 'user_id': 'student_104', 'pages': 25, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.5, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-01T06:05:11', 'printer_id': 'LA-Printer-1', 'user_id': 'student_197', 'pages': 18, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.36, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-30T10:48:19', 'printer_id': 'EE-Printer-1', 'user_id': 'student_199', 'pages': 11, 'document_name': 'Homework.docx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.22, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-18T07:37:18', 'printer_id': 'EE-Printer-1', 'user_id': 'student_093', 'pages': 25, 'document_name': 'LectureNotes.pptx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.25, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-19T14:03:29', 'printer_id': 'CS-Printer-3', 'user_id': 'student_064', 'pages': 18, 'document_name': 'Homework.docx', 'color': True, 'duplex': True, 'status': 'Error', 'cost': 0.0, 'location': 'Computer Science'}
{'timestamp': '2025-07-20T05:09:18', 'printer_id': 'EE-Printer-3', 'user_id': 'student_194', 'pages': 12, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.6, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-12T13:43:29', 'printer_id': 'CS-Printer-1', 'user_id': 'student_087', 'pages': 10, 'document_name': 'Budget.xlsx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.2, 'location': 'Computer Science'}
{'timestamp': '2025-07-23T12:25:28', 'printer_id': 'CS-Printer-2', 'user_id': 'student_068', 'pages': 14, 'document_name': 'ThesisDraft.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.28, 'location': 'Computer Science'}
{'timestamp': '2025-08-10T11:26:12', 'printer_id': 'EE-Printer-3', 'user_id': 'staff_008', 'pages': 3, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.06, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-07T02:21:27', 'printer_id': 'EE-Printer-2', 'user_id': 'student_102', 'pages': 23, 'document_name': 'ThesisDraft.docx', 'color': False, 'duplex': False, 'status': 'Error', 'cost': 0.0, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-06T01:13:12', 'printer_id': 'EE-Printer-2', 'user_id': 'student_140', 'pages': 28, 'document_name': 'Syllabus.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.56, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-25T14:34:19', 'printer_id': 'LA-Printer-2', 'user_id': 'student_110', 'pages': 4, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': False, 'status': 'Error', 'cost': 0.0, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-22T13:22:49', 'printer_id': 'LA-Printer-2', 'user_id': 'student_097', 'pages': 27, 'document_name': 'ThesisDraft.docx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.54, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-09T03:53:06', 'printer_id': 'CS-Printer-3', 'user_id': 'student_008', 'pages': 3, 'document_name': 'ResearchPaper.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.15, 'location': 'Computer Science'}
{'timestamp': '2025-08-11T00:58:24', 'printer_id': 'CS-Printer-1', 'user_id': 'student_103', 'pages': 15, 'document_name': 'Budget.xlsx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.75, 'location': 'Computer Science'}
{'timestamp': '2025-08-10T04:59:32', 'printer_id': 'CS-Printer-2', 'user_id': 'student_024', 'pages': 11, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.22, 'location': 'Computer Science'}
{'timestamp': '2025-07-18T10:01:57', 'printer_id': 'EE-Printer-3', 'user_id': 'student_096', 'pages': 2, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.1, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-27T11:01:21', 'printer_id': 'EE-Printer-3', 'user_id': 'student_106', 'pages': 24, 'document_name': 'Syllabus.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.48, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-24T08:38:59', 'printer_id': 'EE-Printer-1', 'user_id': 'student_132', 'pages': 17, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.34, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-26T00:36:54', 'printer_id': 'LA-Printer-2', 'user_id': 'student_156', 'pages': 5, 'document_name': 'Budget.xlsx', 'color': True, 'duplex': True, 'status': 'Error', 'cost': 0.0, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-14T04:32:49', 'printer_id': 'EE-Printer-3', 'user_id': 'student_186', 'pages': 17, 'document_name': 'Budget.xlsx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.34, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-19T06:55:24', 'printer_id': 'EE-Printer-2', 'user_id': 'student_125', 'pages': 25, 'document_name': 'Resume.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.25, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-09T12:12:11', 'printer_id': 'CS-Printer-3', 'user_id': 'student_036', 'pages': 14, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.7, 'location': 'Computer Science'}
{'timestamp': '2025-07-23T05:05:51', 'printer_id': 'LA-Printer-1', 'user_id': 'student_188', 'pages': 7, 'document_name': 'Syllabus.docx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.14, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-18T14:43:01', 'printer_id': 'CS-Printer-3', 'user_id': 'student_028', 'pages': 3, 'document_name': 'Homework.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.15, 'location': 'Computer Science'}
{'timestamp': '2025-07-19T01:47:25', 'printer_id': 'CS-Printer-1', 'user_id': 'student_151', 'pages': 4, 'document_name': 'ThesisDraft.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.08, 'location': 'Computer Science'}
{'timestamp': '2025-07-19T01:47:39', 'printer_id': 'EE-Printer-3', 'user_id': 'student_049', 'pages': 13, 'document_name': 'ThesisDraft.docx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.26, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-09T15:35:33', 'printer_id': 'EE-Printer-1', 'user_id': 'student_119', 'pages': 2, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.1, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-29T01:53:37', 'printer_id': 'LA-Printer-1', 'user_id': 'student_088', 'pages': 29, 'document_name': 'Budget.xlsx', 'color': False, 'duplex': True, 'status': 'Canceled', 'cost': 0.0, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-27T15:34:38', 'printer_id': 'LA-Printer-2', 'user_id': 'student_152', 'pages': 25, 'document_name': 'ThesisDraft.docx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.5, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-26T06:05:47', 'printer_id': 'EE-Printer-3', 'user_id': 'student_192', 'pages': 7, 'document_name': 'Resume.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.14, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-27T15:55:30', 'printer_id': 'EE-Printer-3', 'user_id': 'student_168', 'pages': 14, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.7, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-27T15:40:14', 'printer_id': 'CS-Printer-1', 'user_id': 'student_067', 'pages': 28, 'document_name': 'Resume.pdf', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.56, 'location': 'Computer Science'}
{'timestamp': '2025-08-07T14:31:49', 'printer_id': 'EE-Printer-1', 'user_id': 'student_073', 'pages': 6, 'document_name': 'LectureNotes.pptx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.3, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-14T13:36:16', 'printer_id': 'LA-Printer-2', 'user_id': 'student_159', 'pages': 19, 'document_name': 'ProjectReport.pdf', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.38, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-16T12:02:29', 'printer_id': 'LA-Printer-1', 'user_id': 'student_052', 'pages': 30, 'document_name': 'Budget.xlsx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.5, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-30T03:08:50', 'printer_id': 'CS-Printer-1', 'user_id': 'staff_005', 'pages': 1, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.02, 'location': 'Computer Science'}
{'timestamp': '2025-08-05T03:52:04', 'printer_id': 'CS-Printer-3', 'user_id': 'staff_019', 'pages': 14, 'document_name': 'Homework.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.28, 'location': 'Computer Science'}
{'timestamp': '2025-08-12T09:00:18', 'printer_id': 'LA-Printer-1', 'user_id': 'student_196', 'pages': 19, 'document_name': 'Syllabus.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.95, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-11T01:54:22', 'printer_id': 'CS-Printer-2', 'user_id': 'student_044', 'pages': 13, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.26, 'location': 'Computer Science'}
{'timestamp': '2025-08-03T03:53:34', 'printer_id': 'LA-Printer-1', 'user_id': 'student_126', 'pages': 30, 'document_name': 'Budget.xlsx', 'color': False, 'duplex': False, 'status': 'Completed', 'cost': 0.6, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-02T09:13:44', 'printer_id': 'EE-Printer-2', 'user_id': 'student_095', 'pages': 11, 'document_name': 'LectureNotes.pptx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.55, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-05T12:12:13', 'printer_id': 'EE-Printer-1', 'user_id': 'student_090', 'pages': 11, 'document_name': 'LectureNotes.pptx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.55, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-15T15:20:03', 'printer_id': 'LA-Printer-1', 'user_id': 'student_164', 'pages': 27, 'document_name': 'LectureNotes.pptx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.54, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-01T09:01:24', 'printer_id': 'LA-Printer-2', 'user_id': 'student_183', 'pages': 29, 'document_name': 'ThesisDraft.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.58, 'location': 'Liberal Arts'}
{'timestamp': '2025-07-24T04:08:15', 'printer_id': 'CS-Printer-2', 'user_id': 'student_155', 'pages': 21, 'document_name': 'ProjectReport.pdf', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 1.05, 'location': 'Computer Science'}
{'timestamp': '2025-07-19T13:34:39', 'printer_id': 'LA-Printer-2', 'user_id': 'student_186', 'pages': 14, 'document_name': 'Homework.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.28, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-11T13:41:36', 'printer_id': 'EE-Printer-1', 'user_id': 'student_057', 'pages': 25, 'document_name': 'Homework.docx', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 1.25, 'location': 'Electrical Engineering'}
{'timestamp': '2025-07-22T07:53:57', 'printer_id': 'LA-Printer-1', 'user_id': 'student_159', 'pages': 15, 'document_name': 'Resume.pdf', 'color': True, 'duplex': True, 'status': 'Completed', 'cost': 0.75, 'location': 'Liberal Arts'}
{'timestamp': '2025-08-02T07:07:12', 'printer_id': 'CS-Printer-3', 'user_id': 'student_156', 'pages': 12, 'document_name': 'ThesisDraft.docx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 0.6, 'location': 'Computer Science'}
{'timestamp': '2025-07-24T09:37:29', 'printer_id': 'EE-Printer-2', 'user_id': 'student_095', 'pages': 22, 'document_name': 'Syllabus.docx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 1.1, 'location': 'Electrical Engineering'}
{'timestamp': '2025-08-05T09:53:31', 'printer_id': 'CS-Printer-1', 'user_id': 'student_016', 'pages': 27, 'document_name': 'Homework.docx', 'color': True, 'duplex': False, 'status': 'Completed', 'cost': 1.35, 'location': 'Computer Science'}
{'timestamp': '2025-08-08T08:50:37', 'printer_id': 'CS-Printer-3', 'user_id': 'student_123', 'pages': 15, 'document_name': 'Homework.docx', 'color': False, 'duplex': True, 'status': 'Completed', 'cost': 0.3, 'location': 'Computer Science'}
